"Player_Id","Player_Id_Str","Player","Position","Short_Name","Team_Id","Team","Salary","Season","Height","Feet","Inches","Weight","DOB","Draft_Year","Draft_Round","Draft_Pick","Draft_Team"
"6466","chandler-parsons","Chandler Parsons","SF","DAL","dallas-mavericks","Dallas Mavericks","15361500",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3423","goran-dragic","Goran Dragic","PG","MIA","miami-heat","Miami Heat","14783000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6609","khris-middleton","Khris Middleton","SF","MIL","milwaukee-bucks","Milwaukee Bucks","14700000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6589","draymond-green","Draymond Green","PF","GS","golden-state-warriors","Golden State Warriors","14260870",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6474","tristan-thompson","Tristan Thompson","PF","CLE","cleveland-cavaliers","Cleveland Cavaliers","14260870",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3428","danilo-gallinari","Danilo Gallinari","PF","DEN","denver-nuggets","Denver Nuggets","14000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6443","reggie-jackson","Reggie Jackson","PG","DET","detroit-pistons","Detroit Pistons","13913044",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2747","andrew-bogut","Andrew Bogut","C","GS","golden-state-warriors","Golden State Warriors","13800000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3970","demarre-carroll","DeMarre Carroll","F","TOR","toronto-raptors","Toronto Raptors","13600000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389","al-jefferson","Al Jefferson","C","CHA","charlotte-hornets","Charlotte Hornets","13500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6448","brandon-knight","Brandon Knight","G","PHX","phoenix-suns","Phoenix Suns","13500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4238","eric-bledsoe","Eric Bledsoe","SG","PHX","phoenix-suns","Phoenix Suns","13500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015","tony-parker","Tony Parker","G","SA","san-antonio-spurs","San Antonio Spurs","13437500",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3224","joakim-noah","Joakim Noah","C","CHI","chicago-bulls","Chicago Bulls","13400000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3416","nicolas-batum","Nicolas Batum","PF","CHA","charlotte-hornets","Charlotte Hornets","13125306",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","tyson-chandler","Tyson Chandler","C","PHX","phoenix-suns","Phoenix Suns","13000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","nene-hilario","Nene Hilario","C","WSH","washington-wizards","Washington Wizards","13000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4011","ricky-rubio","Ricky Rubio","PG","MIN","minnesota-timberwolves","Minnesota Timberwolves","12700000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3447","robin-lopez","Robin Lopez","C","NY","new-york-knicks","New York Knicks","12650000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3005","rudy-gay","Rudy Gay","SF","SAC","sacramento-kings","Sacramento Kings","12403101",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3439","serge-ibaka","Serge Ibaka","C","OKC","oklahoma-city-thunder","Oklahoma City Thunder","12250000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3453","nikola-pekovic","Nikola Pekovic","C","MIN","minnesota-timberwolves","Minnesota Timberwolves","12100000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3012","kyle-lowry","Kyle Lowry","PG","TOR","toronto-raptors","Toronto Raptors","12000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4257","derrick-favors","Derrick Favors","C","UTAH","utah-jazz","Utah Jazz","12000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3213","al-horford","Al Horford","C","ATL","atlanta-hawks","Atlanta Hawks","12000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2769","amir-johnson","Amir Johnson","F","BOS","boston-celtics","Boston Celtics","12000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6479","kemba-walker","Kemba Walker","PG","CHA","charlotte-hornets","Charlotte Hornets","12000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2386","andre-iguodala","Andre Iguodala","SF","GS","golden-state-warriors","Golden State Warriors","11710456",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3975","stephen-curry","Stephen Curry","PG","GS","golden-state-warriors","Golden State Warriors","11370786",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6478","nikola-vucevic","Nikola Vucevic","C","ORL","orlando-magic","Orlando Magic","11250000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6433","kenneth-faried","Kenneth Faried","F","DEN","denver-nuggets","Denver Nuggets","11235955",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3244","thaddeus-young","Thaddeus Young","PF","BKN","brooklyn-nets","Brooklyn Nets","11235955",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2758","marcin-gortat","Marcin Gortat","C","WSH","washington-wizards","Washington Wizards","11217391",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3983","tyreke-evans","Tyreke Evans","G","NO","new-orleans-pelicans","New Orleans Pelicans","10734586",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3995","jrue-holiday","Jrue Holiday","PG","NO","new-orleans-pelicans","New Orleans Pelicans","10595507",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","brendan-haywood","Brendan Haywood","C","POR","portland-trail-blazers","Portland Trail Blazers","10522500",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3194","wilson-chandler","Wilson Chandler","F","BKN","brooklyn-nets","Brooklyn Nets","10449438",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2751","monta-ellis","Monta Ellis","SG","IND","indiana-pacers","Indiana Pacers","10300000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2429","luol-deng","Luol Deng","F","MIA","miami-heat","Miami Heat","10151612",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026","gerald-wallace","Gerald Wallace","SF","PHI","philadelphia-76ers","Philadelphia 76ers","10105855",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3978","demar-derozan","DeMar DeRozan","SF","TOR","toronto-raptors","Toronto Raptors","10050000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3988","danny-green","Danny Green","SF","SA","san-antonio-spurs","San Antonio Spurs","10000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3233","tiago-splitter","Tiago Splitter","C","ATL","atlanta-hawks","Atlanta Hawks","9756250",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3209","jeff-green","Jeff Green","PF","MEM","memphis-grizzlies","Memphis Grizzlies","9650000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017","zach-randolph","Zach Randolph","F","MEM","memphis-grizzlies","Memphis Grizzlies","9638555",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3195","mike-conley","Mike Conley","PG","MEM","memphis-grizzlies","Memphis Grizzlies","9588426",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3026","rajon-rondo","Rajon Rondo","PG","SAC","sacramento-kings","Sacramento Kings","9500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6429","alec-burks","Alec Burks","SG","UTAH","utah-jazz","Utah Jazz","9463484",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3414","omer-asik","Omer Asik","C","NO","new-orleans-pelicans","New Orleans Pelicans","9213483",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4244","lance-stephenson","Lance Stephenson","G","MEM","memphis-grizzlies","Memphis Grizzlies","9000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6468","iman-shumpert","Iman Shumpert","SG","CLE","cleveland-cavaliers","Cleveland Cavaliers","8988765",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3986","taj-gibson","Taj Gibson","C","CHI","chicago-bulls","Chicago Bulls","8500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","kevin-garnett","Kevin Garnett","PF","MIN","minnesota-timberwolves","Minnesota Timberwolves","8500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3412","ryan-anderson","Ryan Anderson","PF","NO","new-orleans-pelicans","New Orleans Pelicans","8500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3997","brandon-jennings","Brandon Jennings","G","ORL","orlando-magic","Orlando Magic","8344497",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","dirk-nowitzki","Dirk Nowitzki","F","DAL","dallas-mavericks","Dallas Mavericks","8333334",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3191","corey-brewer","Corey Brewer","F","HOU","houston-rockets","Houston Rockets","8229375",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2426","trevor-ariza","Trevor Ariza","SF","HOU","houston-rockets","Houston Rockets","8193030",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2754","channing-frye","Channing Frye","F","ORL","orlando-magic","Orlando Magic","8193029",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4248","al-farouq-aminu","Al-Farouq Aminu","PF","POR","portland-trail-blazers","Portland Trail Blazers","8042895",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3438","george-hill","George Hill","PG","IND","indiana-pacers","Indiana Pacers","8000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3187","arron-afflalo","Arron Afflalo","G","NY","new-york-knicks","New York Knicks","8000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3450","o.j.-mayo","O.J. Mayo","SG","MIL","milwaukee-bucks","Milwaukee Bucks","8000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6461","markieff-morris","Markieff Morris","PF","WSH","washington-wizards","Washington Wizards","8000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4015","jeff-teague","Jeff Teague","PG","ATL","atlanta-hawks","Atlanta Hawks","8000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2767","ersan-ilyasova","Ersan Ilyasova","F","ORL","orlando-magic","Orlando Magic","7900000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4240","avery-bradley","Avery Bradley","PG","BOS","boston-celtics","Boston Celtics","7730337",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3444","kosta-koufos","Kosta Koufos","C","SAC","sacramento-kings","Sacramento Kings","7700000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2167","boris-diaw","Boris Diaw","C","SA","san-antonio-spurs","San Antonio Spurs","7500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","pau-gasol","Pau Gasol","PF","CHI","chicago-bulls","Chicago Bulls","7448760",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2806","jose-calderon","Jose Calderon","G","NY","new-york-knicks","New York Knicks","7402812",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3024","jj-redick","JJ Redick","SG","LAC","la-clippers","LA Clippers","7085000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6583","anthony-davis","Anthony Davis","PF","NO","new-orleans-pelicans","New Orleans Pelicans","7070730",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6446","cory-joseph","Cory Joseph","SG","TOR","toronto-raptors","Toronto Raptors","7000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2797","marvin-williams","Marvin Williams","F","CHA","charlotte-hornets","Charlotte Hornets","7000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2799","lou-williams","Lou Williams","SG","LAL","los-angeles-lakers","Los Angeles Lakers","7000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3235","rodney-stuckey","Rodney Stuckey","PG","IND","indiana-pacers","Indiana Pacers","7000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4259","ed-davis","Ed Davis","C","POR","portland-trail-blazers","Portland Trail Blazers","6980802",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6472","isaiah-thomas","Isaiah Thomas","PG","BOS","boston-celtics","Boston Celtics","6912869",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6581","jae-crowder","Jae Crowder","PF","BOS","boston-celtics","Boston Celtics","6796117",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4291","greivis-vasquez","Greivis Vasquez","PG","MIL","milwaukee-bucks","Milwaukee Bucks","6600000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968439","aron-baynes","Aron Baynes","C","DET","detroit-pistons","Detroit Pistons","6500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3217","carl-landry","Carl Landry","PF","PHI","philadelphia-76ers","Philadelphia 76ers","6500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3964","patrick-beverley","Patrick Beverley","PG","HOU","houston-rockets","Houston Rockets","6486486",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6601","michael-kidd-gilchrist","Michael Kidd-Gilchrist","F","CHA","charlotte-hornets","Charlotte Hornets","6331404",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2768","jarrett-jack","Jarrett Jack","G","BKN","brooklyn-nets","Brooklyn Nets","6300000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4003","jodie-meeks","Jodie Meeks","G","DET","detroit-pistons","Detroit Pistons","6270000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4264","patrick-patterson","Patrick Patterson","PF","TOR","toronto-raptors","Toronto Raptors","6268675",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3211","spencer-hawes","Spencer Hawes","PF","CHA","charlotte-hornets","Charlotte Hornets","6110034",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3190","marco-belinelli","Marco Belinelli","G","SAC","sacramento-kings","Sacramento Kings","6060606",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3993","gerald-henderson","Gerald Henderson","SG","POR","portland-trail-blazers","Portland Trail Blazers","6000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059319","andrew-wiggins","Andrew Wiggins","SF","MIN","minnesota-timberwolves","Minnesota Timberwolves","5758680",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","kyle-korver","Kyle Korver","G","ATL","atlanta-hawks","Atlanta Hawks","5746479",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3136195","karl-anthony-towns","Karl-Anthony Towns","C","MIN","minnesota-timberwolves","Minnesota Timberwolves","5703600",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6580","bradley-beal","Bradley Beal","SG","WSH","washington-wizards","Washington Wizards","5694674",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","jamal-crawford","Jamal Crawford","G","LAC","la-clippers","LA Clippers","5675000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3445","courtney-lee","Courtney Lee","G","CHA","charlotte-hornets","Charlotte Hornets","5675000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2795","martell-webster","Martell Webster","SF","NO","new-orleans-pelicans","New Orleans Pelicans","5613500",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6459","nikola-mirotic","Nikola Mirotic","F","CHI","chicago-bulls","Chicago Bulls","5543725",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2393","shaun-livingston","Shaun Livingston","G","GS","golden-state-warriors","Golden State Warriors","5543725",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3220","josh-mcroberts","Josh McRoberts","PF","MIA","miami-heat","Miami Heat","5543725",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4385","mirza-teletovic","Mirza Teletovic","PF","PHX","phoenix-suns","Phoenix Suns","5500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033","p.j.-tucker","P.J. Tucker","PF","PHX","phoenix-suns","Phoenix Suns","5500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3242","brandan-wright","Brandan Wright","F","MEM","memphis-grizzlies","Memphis Grizzlies","5464000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2798","deron-williams","Deron Williams","PG","DAL","dallas-mavericks","Dallas Mavericks","5378974",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","tim-duncan","Tim Duncan","C","SA","san-antonio-spurs","San Antonio Spurs","5250000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3243","nick-young","Nick Young","G","LAL","los-angeles-lakers","Los Angeles Lakers","5219169",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","zaza-pachulia","Zaza Pachulia","C","DAL","dallas-mavericks","Dallas Mavericks","5200000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2527963","victor-oladipo","Victor Oladipo","SG","ORL","orlando-magic","Orlando Magic","5192520",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2367","tony-allen","Tony Allen","SG","MEM","memphis-grizzlies","Memphis Grizzlies","5158539",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3056600","jabari-parker","Jabari Parker","PF","MIL","milwaukee-bucks","Milwaukee Bucks","5152440",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6628","dion-waiters","Dion Waiters","G","OKC","oklahoma-city-thunder","Oklahoma City Thunder","5138430",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3136776","d'angelo-russell","D'Angelo Russell","PG","LAL","los-angeles-lakers","Los Angeles Lakers","5103120",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982","chris-kaman","Chris Kaman","C","POR","portland-trail-blazers","Portland Trail Blazers","5016000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3973","darren-collison","Darren Collison","G","SAC","sacramento-kings","Sacramento Kings","5013559",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3277","c.j.-watson","C.J. Watson","PG","ORL","orlando-magic","Orlando Magic","5000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2444","jr-smith","JR Smith","G","CLE","cleveland-cavaliers","Cleveland Cavaliers","5000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6462","marcus-morris-sr.","Marcus Morris Sr.","SF","DET","detroit-pistons","Detroit Pistons","5000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3998","jonas-jerebko","Jonas Jerebko","F","BOS","boston-celtics","Boston Celtics","5000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","chris-andersen","Chris Andersen","PF","MEM","memphis-grizzlies","Memphis Grizzlies","5000000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4298","timofey-mozgov","Timofey Mozgov","C","CLE","cleveland-cavaliers","Cleveland Cavaliers","4950000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4270","trevor-booker","Trevor Booker","F","UTAH","utah-jazz","Utah Jazz","4775000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2594922","otto-porter-jr.","Otto Porter Jr.","SF","WSH","washington-wizards","Washington Wizards","4662960",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6477","jonas-valanciunas","Jonas Valanciunas","C","TOR","toronto-raptors","Toronto Raptors","4660482",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059318","joel-embiid","Joel Embiid","C","PHI","philadelphia-76ers","Philadelphia 76ers","4626960",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3135048","jahlil-okafor","Jahlil Okafor","C","PHI","philadelphia-76ers","Philadelphia 76ers","4582680",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6469","kyle-singler","Kyle Singler","F","OKC","oklahoma-city-thunder","Oklahoma City Thunder","4500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","mike-dunleavy","Mike Dunleavy","SG","CHI","chicago-bulls","Chicago Bulls","4500000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2778","c.j.-miles","C.J. Miles","SG","IND","indiana-pacers","Indiana Pacers","4394225",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3410","alexis-ajinca","Alexis Ajinca","C","NO","new-orleans-pelicans","New Orleans Pelicans","4389607",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3201","jared-dudley","Jared Dudley","SF","WSH","washington-wizards","Washington Wizards","4375000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2439","jameer-nelson","Jameer Nelson","G","DEN","denver-nuggets","Denver Nuggets","4345000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3419","mario-chalmers","Mario Chalmers","G","MEM","memphis-grizzlies","Memphis Grizzlies","4300000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3232","jason-smith","Jason Smith","F","ORL","orlando-magic","Orlando Magic","4300000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055","j.j.-barea","J.J. Barea","G","DAL","dallas-mavericks","Dallas Mavericks","4290000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6606","damian-lillard","Damian Lillard","PG","POR","portland-trail-blazers","Portland Trail Blazers","4236287",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2579258","cody-zeller","Cody Zeller","C","CHA","charlotte-hornets","Charlotte Hornets","4204200",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3064290","aaron-gordon","Aaron Gordon","PF","ORL","orlando-magic","Orlando Magic","4171680",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3102531","kristaps-porzingis","Kristaps Porzingis","C","NY","new-york-knicks","New York Knicks","4131720",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","vince-carter","Vince Carter","G","MEM","memphis-grizzlies","Memphis Grizzlies","4088019",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2382","devin-harris","Devin Harris","G","DAL","dallas-mavericks","Dallas Mavericks","4053446",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6424","lavoy-allen","Lavoy Allen","F","IND","indiana-pacers","Indiana Pacers","4050000",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA
