"Player_Id","Player_Id_Str","Player","Position","Short_Name","Team_Id","Salary","Season","Height","Feet","Inches","Weight","DOB","Draft_Year","Draft_Round","Draft_Pick","Draft_Team","Team"
"6426","davis-bertans","Davis Bertans","SF","WSH","washington-wizards","15000000",2020,6.83333333333333,6,10,225,1992-11-12,2011,2,42,"IND","Washington Wizards"
"2386","andre-iguodala","Andre Iguodala","SF","MIA","miami-heat","15000000",2020,6.5,6,6,215,1984-01-28,2004,1,9,"PHI","Miami Heat"
"6462","marcus-morris-sr.","Marcus Morris Sr.","SF","LAC","la-clippers","14888721",2020,6.66666666666667,6,8,218,1989-09-02,2011,1,14,"HOU","LA Clippers"
"4250","luke-babbitt","Luke Babbitt","F","MIA","miami-heat","14651700",2020,NA,NA,NA,NA,NA,2010,1,16,"MIN","Miami Heat"
"3005","rudy-gay","Rudy Gay","SF","SA","san-antonio-spurs","14500000",2020,6.66666666666667,6,8,240,1986-08-17,2006,1,8,"HOU","San Antonio Spurs"
"3133603","kelly-oubre-jr.","Kelly Oubre Jr.","SG","GS","golden-state-warriors","14375000",2020,6.58333333333333,6,7,192,1995-12-09,2015,1,15,"ATL","Golden State Warriors"
"3907497","dejounte-murray","Dejounte Murray","PG","SA","san-antonio-spurs","14286000",2020,6.33333333333333,6,4,180,1996-09-19,2016,1,29,"SA","San Antonio Spurs"
"6579","will-barton","Will Barton","SF","DEN","denver-nuggets","13723214",2020,6.5,6,6,181,1991-01-06,2012,2,40,"POR","Denver Nuggets"
"2758","marcin-gortat","Marcin Gortat","C","LAC","la-clippers","13565218",2020,NA,NA,NA,NA,NA,2005,2,57,"PHX","LA Clippers"
"3244","thaddeus-young","Thaddeus Young","PF","CHI","chicago-bulls","13545000",2020,6.66666666666667,6,8,232,1988-06-21,2007,1,12,"PHI","Chicago Bulls"
"4004","patty-mills","Patty Mills","PG","SA","san-antonio-spurs","13535714",2020,6.08333333333333,6,1,180,1988-08-11,2009,2,55,"POR","San Antonio Spurs"
"6619","terrence-ross","Terrence Ross","SG","ORL","orlando-magic","13500000",2020,6.5,6,6,206,1991-02-05,2012,1,8,"TOR","Orlando Magic"
"2990992","marcus-smart","Marcus Smart","PG","BOS","boston-celtics","13446428",2020,6.25,6,3,220,1994-03-06,2014,1,6,"BOS","Boston Celtics"
"3907822","malik-beasley","Malik Beasley","SG","MIN","minnesota-timberwolves","13425895",2020,6.33333333333333,6,4,196,1996-11-26,2016,1,19,"DEN","Minnesota Timberwolves"
"3964","patrick-beverley","Patrick Beverley","PG","LAC","la-clippers","13333333",2020,6.08333333333333,6,1,180,1988-07-12,2009,2,42,"LAL","LA Clippers"
"3058254","christian-wood","Christian Wood","C","HOU","houston-rockets","13015873",2020,6.83333333333333,6,10,223,1995-09-27,NA,NA,NA,NA,"Houston Rockets"
"3024","jj-redick","JJ Redick","SG","NO","new-orleans-pelicans","13013700",2020,6.25,6,3,200,1984-06-24,2006,1,11,"ORL","New Orleans Pelicans"
"3135047","justise-winslow","Justise Winslow","PF","MEM","memphis-grizzlies","13000000",2020,6.5,6,6,225,1996-03-26,2015,1,10,"MIA","Memphis Grizzlies"
"3102530","jusuf-nurkic","Jusuf Nurkic","C","POR","portland-trail-blazers","12888889",2020,6.91666666666667,6,11,290,1994-08-23,2014,1,16,"CHI","Portland Trail Blazers"
"2426","trevor-ariza","Trevor Ariza","SF","OKC","oklahoma-city-thunder","12800000",2020,6.66666666666667,6,8,215,1985-06-30,2004,2,43,"NY","Oklahoma City Thunder"
"3445","courtney-lee","Courtney Lee","G","DAL","dallas-mavericks","12759670",2020,NA,NA,NA,NA,NA,2008,1,22,"ORL","Dallas Mavericks"
"3448","brook-lopez","Brook Lopez","C","MIL","milwaukee-bucks","12697674",2020,7,7,0,282,1988-04-01,2008,1,10,"NJ","Milwaukee Bucks"
"6446","cory-joseph","Cory Joseph","SG","SAC","sacramento-kings","12600000",2020,6.25,6,3,200,1991-08-20,2011,1,29,"SA","Sacramento Kings"
"2489663","kelly-olynyk","Kelly Olynyk","PF","MIA","miami-heat","12598243",2020,6.91666666666667,6,11,240,1991-04-19,2013,1,13,"DAL","Miami Heat"
"6616","miles-plumlee","Miles Plumlee","C","MEM","memphis-grizzlies","12500000",2020,NA,NA,NA,NA,NA,2012,1,26,"IND","Memphis Grizzlies"
"6459","nikola-mirotic","Nikola Mirotic","F","MIL","milwaukee-bucks","12500000",2020,NA,NA,NA,NA,NA,2011,1,23,"HOU","Milwaukee Bucks"
"2982334","t.j.-warren","T.J. Warren","SF","IND","indiana-pacers","12500000",2020,6.66666666666667,6,8,215,1993-09-05,2014,1,14,"PHX","Indiana Pacers"
"3983","tyreke-evans","Tyreke Evans","G","IND","indiana-pacers","12400000",2020,NA,NA,NA,NA,NA,2009,1,4,"SAC","Indiana Pacers"
"4066636","markelle-fultz","Markelle Fultz","PG","ORL","orlando-magic","12288697",2020,6.25,6,3,209,1998-05-29,2017,1,1,"PHI","Orlando Magic"
"2990962","taurean-prince","Taurean Prince","PF","BKN","brooklyn-nets","12250000",2020,6.58333333333333,6,7,218,1994-03-22,2016,1,12,"UTAH","Brooklyn Nets"
"2528353","tony-snell","Tony Snell","SG","ATL","atlanta-hawks","12178571",2020,6.5,6,6,213,1991-11-10,2013,1,20,"CHI","Atlanta Hawks"
"2490620","robert-covington","Robert Covington","PF","POR","portland-trail-blazers","12138345",2020,6.58333333333333,6,7,209,1990-12-14,NA,NA,NA,NA,"Portland Trail Blazers"
"2581018","kentavious-caldwell-pope","Kentavious Caldwell-Pope","SG","LAL","los-angeles-lakers","12073020",2020,6.41666666666667,6,5,205,1993-02-18,2013,1,8,"DET","Los Angeles Lakers"
"2580365","larry-nance-jr.","Larry Nance Jr.","PF","CLE","cleveland-cavaliers","11709091",2020,6.58333333333333,6,7,245,1993-01-01,2015,1,27,"LAL","Cleveland Cavaliers"
"1017","zach-randolph","Zach Randolph","F","DAL","dallas-mavericks","11692308",2020,NA,NA,NA,NA,NA,2001,1,19,"POR","Dallas Mavericks"
"2528426","jordan-clarkson","Jordan Clarkson","PG","UTAH","utah-jazz","11500000",2020,6.33333333333333,6,4,192,1992-06-07,2014,2,46,"WSH","Utah Jazz"
"2580782","spencer-dinwiddie","Spencer Dinwiddie","PG","BKN","brooklyn-nets","11454048",2020,6.41666666666667,6,5,218,1993-04-06,2014,2,38,"DET","Brooklyn Nets"
"3155526","dillon-brooks","Dillon Brooks","SG","MEM","memphis-grizzlies","11400000",2020,6.58333333333333,6,7,220,1996-01-22,2017,2,45,"HOU","Memphis Grizzlies"
"3414","omer-asik","Omer Asik","C","CHI","chicago-bulls","11286516",2020,NA,NA,NA,NA,NA,2008,2,36,"POR","Chicago Bulls"
"2531367","dwight-powell","Dwight Powell","C","DAL","dallas-mavericks","11080125",2020,6.83333333333333,6,10,240,1991-07-20,2014,2,45,"CHA","Dallas Mavericks"
"4066421","lonzo-ball","Lonzo Ball","PG","NO","new-orleans-pelicans","11003782",2020,6.5,6,6,190,1997-10-27,2017,1,2,"LAL","New Orleans Pelicans"
"2595516","norman-powell","Norman Powell","SG","TOR","toronto-raptors","10865952",2020,6.25,6,3,215,1993-05-25,2015,2,46,"MIL","Toronto Raptors"
"2581190","josh-richardson","Josh Richardson","SG","DAL","dallas-mavericks","10865952",2020,6.41666666666667,6,5,200,1993-09-15,2015,2,40,"MIA","Dallas Mavericks"
"2968436","joe-ingles","Joe Ingles","SF","UTAH","utah-jazz","10863637",2020,6.58333333333333,6,7,226,1987-10-02,NA,NA,NA,NA,"Utah Jazz"
"6603","jeremy-lamb","Jeremy Lamb","SG","IND","indiana-pacers","10500000",2020,6.41666666666667,6,5,185,1992-05-30,2012,1,12,"HOU","Indiana Pacers"
"3442","deandre-jordan","DeAndre Jordan","C","BKN","brooklyn-nets","10375678",2020,6.91666666666667,6,11,265,1988-07-21,2008,2,35,"LAC","Brooklyn Nets"
"4395628","zion-williamson","Zion Williamson","F","NO","new-orleans-pelicans","10245480",2020,6.58333333333333,6,7,284,2000-07-06,2019,1,1,"NO","New Orleans Pelicans"
"2581177","rodney-hood","Rodney Hood","SG","POR","portland-trail-blazers","10047450",2020,6.66666666666667,6,8,208,1992-10-20,2014,1,23,"UTAH","Portland Trail Blazers"
"3973","darren-collison","Darren Collison","G","IND","indiana-pacers","10000000",2020,NA,NA,NA,NA,NA,2009,1,21,"NO","Indiana Pacers"
"6621","tomas-satoransky","Tomas Satoransky","SG","CHI","chicago-bulls","10000000",2020,6.58333333333333,6,7,212,1991-10-30,2012,2,32,"WSH","Chicago Bulls"
"4065648","jayson-tatum","Jayson Tatum","F","BOS","boston-celtics","9897120",2020,6.66666666666667,6,8,210,1998-03-03,2017,1,3,"BOS","Boston Celtics"
"4594268","anthony-edwards","Anthony Edwards","SF","MIN","minnesota-timberwolves","9757440",2020,6.33333333333333,6,4,229,2001-08-05,2020,1,1,"MIN","Minnesota Timberwolves"
"4248","al-farouq-aminu","Al-Farouq Aminu","PF","ORL","orlando-magic","9720900",2020,6.66666666666667,6,8,220,1990-09-21,2010,1,8,"LAC","Orlando Magic"
"3102528","dante-exum","Dante Exum","PG","CLE","cleveland-cavaliers","9600000",2020,6.41666666666667,6,5,214,1995-07-13,2014,1,5,"UTAH","Cleveland Cavaliers"
"3438","george-hill","George Hill","PG","OKC","oklahoma-city-thunder","9590602",2020,6.33333333333333,6,4,187,1986-05-04,2008,1,26,"SA","Oklahoma City Thunder"
"4066436","de'anthony-melton","De'Anthony Melton","SG","MEM","memphis-grizzlies","9571712",2020,6.16666666666667,6,2,200,1998-05-28,2018,2,46,"HOU","Memphis Grizzlies"
"4278129","deandre-ayton","Deandre Ayton","C","PHX","phoenix-suns","9562920",2020,6.91666666666667,6,11,250,1998-07-23,2018,1,1,"PHX","Phoenix Suns"
"2993874","kyle-anderson","Kyle Anderson","SF","MEM","memphis-grizzlies","9505100",2020,6.75,6,9,230,1993-09-20,2014,1,30,"SA","Memphis Grizzlies"
"6605","meyers-leonard","Meyers Leonard","C","MIA","miami-heat","9400000",2020,7,7,0,260,1992-02-27,2012,1,11,"POR","Miami Heat"
"4257","derrick-favors","Derrick Favors","C","UTAH","utah-jazz","9258000",2020,6.66666666666667,6,8,265,1991-07-15,2010,1,3,"NJ","Utah Jazz"
"3936099","derrick-jones-jr.","Derrick Jones Jr.","SF","POR","portland-trail-blazers","9258000",2020,6.41666666666667,6,5,210,1997-02-15,NA,NA,NA,NA,"Portland Trail Blazers"
"6581","jae-crowder","Jae Crowder","PF","PHX","phoenix-suns","9258000",2020,6.5,6,6,235,1990-07-06,2012,2,34,"CLE","Phoenix Suns"
"2991055","montrezl-harrell","Montrezl Harrell","C","LAL","los-angeles-lakers","9258000",2020,6.58333333333333,6,7,253,1994-01-26,2015,2,32,"HOU","Los Angeles Lakers"
"3439","serge-ibaka","Serge Ibaka","C","LAC","la-clippers","9258000",2020,6.83333333333333,6,10,235,1989-09-18,2008,1,24,"SEA","LA Clippers"
"6474","tristan-thompson","Tristan Thompson","PF","BOS","boston-celtics","9258000",2020,6.75,6,9,254,1991-03-13,2011,1,4,"CLE","Boston Celtics"
"3032978","dario-saric","Dario Saric","PF","PHX","phoenix-suns","9250000",2020,6.83333333333333,6,10,225,1994-04-08,2014,1,12,"ORL","Phoenix Suns"
"4279888","ja-morant","Ja Morant","PG","MEM","memphis-grizzlies","9166800",2020,6.25,6,3,175,1999-08-10,2019,1,2,"MEM","Memphis Grizzlies"
"3064447","delon-wright","Delon Wright","SG","DET","detroit-pistons","9000000",2020,6.41666666666667,6,5,185,1992-04-26,2015,1,20,"TOR","Detroit Pistons"
"4277848","marvin-bagley-iii","Marvin Bagley III","PF","SAC","sacramento-kings","8963640",2020,6.91666666666667,6,11,240,1999-03-14,2018,1,2,"SAC","Sacramento Kings"
"3893016","cedi-osman","Cedi Osman","SF","CLE","cleveland-cavaliers","8840580",2020,6.58333333333333,6,7,230,1995-04-08,2015,2,31,"MIN","Cleveland Cavaliers"
"3135046","tyus-jones","Tyus Jones","PG","MEM","memphis-grizzlies","8817143",2020,6,6,0,196,1996-05-10,2015,1,24,"CLE","Memphis Grizzlies"
"4432808","james-wiseman","James Wiseman","C","GS","golden-state-warriors","8730240",2020,7,7,0,244,2001-03-31,2020,1,2,"GS","Golden State Warriors"
"2583632","royce-o'neale","Royce O'Neale","PF","UTAH","utah-jazz","8500000",2020,6.33333333333333,6,4,226,1993-06-05,NA,NA,NA,NA,"Utah Jazz"
"3934723","thomas-bryant","Thomas Bryant","C","WSH","washington-wizards","8333333",2020,6.83333333333333,6,10,248,1997-07-31,2017,2,42,"UTAH","Washington Wizards"
"2778","c.j.-miles","C.J. Miles","SG","WSH","washington-wizards","8333333",2020,NA,NA,NA,NA,NA,2005,2,34,"UTAH","Washington Wizards"
"2960236","maxi-kleber","Maxi Kleber","PF","DAL","dallas-mavericks","8325000",2020,6.83333333333333,6,10,240,1992-01-29,NA,NA,NA,NA,"Dallas Mavericks"
"4395625","rj-barrett","RJ Barrett","SG","NY","new-york-knicks","8231760",2020,6.5,6,6,210,2000-06-14,2019,1,3,"NY","New York Knicks"
"3134908","jakob-poeltl","Jakob Poeltl","C","SA","san-antonio-spurs","8101852",2020,7.08333333333333,7,1,240,1995-10-15,2016,1,9,"TOR","San Antonio Spurs"
"4066259","de'aaron-fox","De'Aaron Fox","PG","SAC","sacramento-kings","8099627",2020,6.25,6,3,185,1997-12-20,2017,1,5,"SAC","Sacramento Kings"
"3945274","luka-doncic","Luka Doncic","G","DAL","dallas-mavericks","8049360",2020,6.58333333333333,6,7,230,1999-02-28,2018,1,3,"ATL","Dallas Mavericks"
"2799","lou-williams","Lou Williams","SG","LAC","la-clippers","8000000",2020,6.08333333333333,6,1,175,1986-10-27,2005,2,45,"PHI","LA Clippers"
"2488653","mason-plumlee","Mason Plumlee","C","DET","detroit-pistons","8000000",2020,6.91666666666667,6,11,254,1990-03-05,2013,1,22,"BKN","Detroit Pistons"
