"Summary","Game_Id"
"BEIJING --  James Harden is quickly getting comfortable running his new coach's offense. Harden had 14 points and 8 assists in 24 minutes, leading the Houston Rockets to a 116-104 win over the New Orleans Pelicans in a preseason game Wednesday. The Rockets beat the Pelicans twice in China behind Harden's passing. He collected 15 assists in Sunday's game in Shanghai. In Beijing, Harden greeted the crowd before the game with ""Nin hao!"" -- Chinese for ""hello!"" -- and looked at ease the rest of the game as the focal point of new coach Mike D'Antoni's system. ""Very comfortable,"" he told reporters afterward. ""My role really doesn't change. Just got the ball in my hands a little bit more."" Houston built a 17-point lead after the first quarter and never relinquished it, though the Pelicans closed to within eight points in the fourth quarter. The Pelicans played most of the game without star Anthony Davis, who suffered what the team called a right ankle sprain in the first quarter. Davis fell to the court holding his ankle after appearing to trip while attempting to drive to the basket against Houston's Nene. After a timeout, he returned to the game briefly before heading to the locker room. Pelicans guard E'Twaun Moore also left the game in the first half with a right heel contusion. Ryan Anderson had 11 points and 7 rebounds and Sam Dekker came off the bench to score 14 points for the Rockets. Montrezl Harrell scored 11 points, blocked two shots and made a 3-pointer from the corner in front of the Pelicans' bench, after which he turned backward and smiled as he jogged back. Harrell missed his only three-point attempt during his rookie season but shot more threes during Summer League play this year. The Pelicans, meanwhile, missed several shots near the basket and made just 7 of 24 three-pointers. Four players scored in double figures off the bench: Quinn Cook had 20, Langston Galloway had 16 and Dante Cunningham and Cheick Diallo each had 12. Cook added eight assists in 21 minutes. ""You could see it in practice,"" Lance Stephenson said of Cook, who went undrafted last year out of Duke. ""He took what he was doing in practice and turned it into the game."" TIP-INS Two of China's basketball luminaries got loud ovations: retired Rockets center Yao Ming, recently inducted into the Basketball Hall of Fame, and Stephon Marbury, the ex-NBA player who has gone onto stardom in the Chinese Basketball Association. Also sitting courtside were Hall of Famers Gary Payton, whose son Gary II had 1 point in 18 minutes for the Rockets, and Dikembe Mutombo, who was shown on the arena screens shaking his head and performing his signature finger wag. SILVER SPEAKS NBA Commissioner Adam Silver said before the game that he will resume discussions on the collective bargaining agreement soon after he returns from China, with two months left before a crucial deadline. Silver said he planned to hold meetings next week in an ongoing process that will eventually include several team owners, National Basketball Players Association executive director Michele Roberts and Los Angeles Clippers guard Chris Paul, the players' association president. Silver described all sides as ""very engaged and eager to get a deal done.""","400899172"
"No Recap Available","400899173"
"No Recap Available","400899174"
"No Recap Available","400899176"
"No Recap Available","400899177"
"No Recap Available","400899178"
"No Recap Available","400899179"
"No Recap Available","400899180"
"No Recap Available","400899181"
"No Recap Available","400899182"
"No Recap Available","400899183"
"No Recap Available","400899184"
"No Recap Available","400899185"
"No Recap Available","400899186"
"No Recap Available","400899187"
"No Recap Available","400899188"
"No Recap Available","400899189"
"No Recap Available","400899361"
"No Recap Available","400899362"
"No Recap Available","400899363"
"ORLANDO, Fla. --  There is no question Kristaps Porzingis is more comfortable playing power forward, where he can take advantage of his superior shooting ability. But the Knicks' skilled 7-foot-3 big man has no problem playing in the post. He certainly looked fine there Wednesday night, scoring 20 points and grabbing nine rebounds to lead New York to a 101-90 victory over the Orlando Magic. Knicks coach Jeff Hornacek elected to go with a smaller unit that included Porzingis at center and four wing players around him to match Orlando's quicker lineup. It allowed Porzingis to take advantage of mismatches all night. ""Playing at the (center), a lot of times I have more space,"" said Porzingis, who was just 2 for 7 from 3-point range but created issues for Orlando in the post. ""When I shoot 3-pointers, bigs have a tendency to come and try to protect the rim and that's when I can get my 3s. Tonight they weren't falling, but that's something that is going to be there."" Porzingis, who missed the previous two games with a sprained ankle, made it a long night for the Magic. They couldn't stop him with 7-foot Nikola Vucevic attempting to step out on the perimeter, and 6-9 Jeff Green had no chance when Porzingis rolled to the basket. ""His length, his ability to shoot the ball (was a key),"" said Hornacek, whose team improved to 25-36. ""I thought we were able to spread it out a little bit more."" That opened up opportunities for Derrick Rose to slash to the basket, reminiscent of his old self. Rose finished with 19 points, while Carmelo Anthony added 17 and Justin Holiday came off the bench to contribute 14. But as efficient as the Knicks were on offense, their defense was even better. Playing their smaller lineup, they were able match up well against Orlando all night. The Magic's offense had little rhythm as they often hurried shots instead of passing the ball to find an open man. Orlando had just 11 assists and scored only 39 points in the second half as a nine-point game at halftime turned into a blowout. Evan Fournier finished with 22 points to lead five players in double figures for Orlando. Terrence Ross scored just six while shooting 3 of 10 from the field, including 0 for 5 from 3-point range. ""I don't think we played hard enough offensively,"" said Orlando coach Frank Vogel, whose team dropped to 22-39. ""I thought we played harder on the defensive end. We're trying to be a running team and we didn't really commit to that."" A big reason the Magic couldn't commit to running is because they were slowed by the Knicks. Orlando shot just 41 percent from the field. ""We only shot 42 percent and we were still able to win the game,"" Hornacek said. ""Our defense against Toronto was good, but it was a ton better tonight. We're really picking up defensively."" TIP-INS Knicks: C Willy Hernangomez did not play after injuring his ankle Monday against Toronto. ... New York outrebounded Orlando 50-43. Magic: Vucevic left late in the fourth quarter with an apparent right knee injury. ... Point guard C.J. Watson missed his third straight game with a sore Achilles. He last played Feb. 15 against San Antonio. ... The Magic fell to 10-20 at home. ... Orlando has not won back-to-back games since defeating the Los Angeles Lakers on Dec. 23 and Memphis on Dec. 26. GUARDS ON THE BOARDS A big reason for the Knicks' advantage on the glass was their guards. Courtney Lee had four rebounds and Rose grabbed seven. ""We want our guards to get four or five rebounds every game,"" Hornacek said. ""There are a lot of balls you don't have to go sky and get them.""","400899364"
"CHARLOTTE, N.C. --  Kemba Walker had no nice way to describe the Charlotte Hornets' 97-87 victory over the Dallas Mavericks. ""That was pretty ugly,"" Walker said, before quickly adding that the Hornets will take the wins any way they can get them. Walker scored 18 points, Michael Kidd-Gilchrist added 14 and the Hornets got their third win in the last four games Thursday night to remain in first place in the Southeast Division. The Mavericks slowed the tempo of the game, but the Hornets didn't get frustrated and never trailed. ""At the end of the day, it shows toughness,"" Walker said. ""It shows that we can withstand games. They really slowed it down tonight. But we really stayed with the game and won. ... That's what you have to do on some nights."" Walker was just 7 of 19 from the field and Charlotte again struggled from the foul line at home. However, the Hornets got a big boost from their bench, which combined for 46 points on 25 shots, led by Jeremy Lamb, who had 12 points. ""That was a hard game to play,"" Hornets coach Steve Clifford said. ""It wasn't a conventional tempo for a NBA game to be played. It was slower. They really execute and they really changed their defenses. The tempo of a NBA game usually lets you get into a rhythm. But there was no way they would let us get into a rhythm. Bottom line is that's a game that good teams win."" Harrison Barnes scored 17 points and Justin Anderson added 15 for the Mavericks (3-15), who have lost 10 of their last 11 games. The Hornets led by two when Walker drained a long 3-pointer to beat the shot clock with 3:51 to give his team the spark it needed. Lamb followed with a driving layup that resulted in a three-point play to push the lead to 86-78. The Mavs would battle back behind Barnes to cut the lead to three, but Lamb hit two free throws and Walker buried a 3-pointer from the right wing with 41 seconds left to put the game out of reach. TIP-INS Mavericks: Deron Williams did not play down the stretch in the fourth quarter because he was on a minutes restriction on the second night of a back-to-back. ... Dwight Powell fouled out with 1:18 left. Hornets: Nic Batum, who received a $120 million contract this offseason, has struggled some with turnovers this season. He entered averaging 2.3 per game and had three in the first half. ... The Hornets were 22 of 31 from the foul line and shot 28 percent from 3-point range. GIANTS WRESTLING For the most part it was a subdued, lackluster game until the middle of the fourth quarter, when Mavericks center Salah Mejri grabbed the ball after it went out of bounds and cradled it in his arms until Charlotte's Roy Hibbert inexplicably attempted to rip it out. In a bizarre sight, the two 7-footers started wrestling for the ball well after the whistle had blown ending the play. They finally tumbled to the floor together, sending long arms and legs flying in every direction. Several players were seen trying to keep themselves from laughing at the spectacle after the play, which resulted in Hibbert getting a technical foul. STRUGGLING FROM 3 Dallas' Wesley Matthews was upset with himself after the game for making just 1 of 11 3-point shots. ""If I shoot halfway decent, you give me those looks, and it's a different game,"" Matthews said. ECLECTIC SITUATION Mavericks coach Rick Carlisle said his team is in an ""eclectic situation"" right now. ""We've got to get these guys healthy,"" Carlisle said. ""We've got to do it the right way. In the meantime, other guys are getting valuable experience. We're playing some guys in some different positions and finding out some different things. We just have to keep up the fight. If we do that, things will come around."" DEFENSE WINS The Hornets improved to 8-0 in games in which they've limited their opponent to fewer than 100 points.","400899365"
"ORLANDO, Fla. --  C.J. Miles is still growing into his role as a member of the Indiana Pacers' starting unit. Each possession, each game is a step in the process. The shooting guard took a major leap Wednesday night when he bounced back from a rough start to score 14 of his team-high 16 points after halftime and lead the Pacers over Orlando 98-88. Plagued by foul trouble in the first half, Miles converted 4 of 5 3-pointers during the final two quarters to help the Pacers extend their winning streak to four. Miles was inserted into the starting lineup ahead of Glenn Robinson III five games ago. ""I wouldn't say more comfortable,"" Miles said. ""I just feel like I've been able to add to that group what the coaching staff moved me for. They needed more space, not that (Robinson) isn't a threat."" Miles knocked down timely 3-pointers in the second half to keep the Magic from making a comeback after several threats. His 3-pointer with 1:37 to play effectively sealed the win for the Pacers after Orlando had moved within 93-88 on two free throws by Nikola Vucevic. His ability to knock down 3-pointers opened up the floor for power forward Thaddeus Young to do damage with mid-range jumpers and for point guard Jeff Teague to cause problems on the interior driving the ball to the basket. ""C.J. got in some foul trouble early, didn't drop his head, missed most of the first half,"" said Pacers coach Nate McMillan, whose team won consecutive road games for the first time this season. ""He was able to knock down some shots and get a rhythm coming in in the second half."" The win was significant because it came on a night when star player Paul George was off his game. After scoring 30 or more points in each of the Pacers last four games, George had just eight points (one point in the second half), while shooting just 3 of 14 from field and committing five turnovers. The Pacers got big contributions from a variety of places to offset George's off night. Robinson came off the bench to score 14 points, while Young had 12 points and Teague added 13 points and nine assists. ""It's great for them to have my back, for them to take the load of me,"" George said. The Magic dropped their fifth game in their last six outing and fell to 8-16 at home. Orlando was led by Serge Ibaka's 20 points. It shot just 40 percent from the field while Indiana converted 48 percent from the floor and 45 percent from 3-point range. ""We don't have a large margin for error,"" said Magic coach Frank Vogel, who has now lost to his former Indiana team by double digits three-straight times this season. ""Sometimes it's turnovers, sometimes it's poor defense, sometimes it's moving the basketball, getting a lot of good looks that we're not able to knock down."" TIP-INS Pacers: Rodney Stuckey returned to the lineup Wednesday after missing the previous 15 games with a hamstring injury. ... Indiana finished the month of January with a 9-4 record, which was the fifth highest in the NBA during the month. Magic: Starting guard Evan Fournier returned to the starting lineup for the first time in nine games. He missed eight games with a foot injury and returned to the floor during Monday night's loss at Minnesota. Watson returned to coming off the bench. ... Orlando went 4-12 during January.","400899366"
"NEW YORK --  The Greek Freak put on a show in Brooklyn. Giannis Antetokounmpo had 23 points, eight rebounds and eight assists, Jabari Parker scored 22 points and the Milwaukee Bucks beat the Nets 111-93 on Thursday night. ""You have special players that we come across, LeBron James, Kobe Bryant, Michael Jordan,"" Bucks coach Jason Kidd said. ""You've got different players that are rare and I think Giannis is one of those rare birds that we'll be able to enjoy for a long time."" Malcolm Brogdon and Tony Snell each added 13 points for the Bucks, who followed their impressive victory over Cleveland with their third straight win. Brook Lopez scored 15 points, Sean Kilpatrick had 14 and Bojan Bogdanovic added 13 for the Nets, who outlasted the Los Angeles Clippers in overtime on Tuesday and were trying to win consecutive games for the first time this season. ""If you're going to come out flat, that's how it's going to happen, especially in the NBA,"" Kilpatrick said. ""That's all the stuff that happens, especially if you come out flat and you're not playing with no type of energy. Once a team sees that, it's like being in the ocean and you're bleeding. A whole bunch of sharks keep jumping on you if they see that."" The Bucks continued their dominance of the Nets since Kidd left Brooklyn for the Milwaukee coaching job. Milwaukee led by one in the third quarter when the Bucks went on a 14-2 run to go up 77-64. Milwaukee took a 90-78 lead into the fourth quarter, led by Antetokounmpo's 11 points in the third, and never looked back. ""I think we got the ball moving, but it all starts with our defense,"" Kidd said. ""We got stops and got out into the open court. We started to share the ball. I thought the ball moved a lot better in that second half."" Antetokounmpo sat out the entire fourth quarter and missed a chance at a triple-double with Milwaukee hosting Brooklyn on Saturday. ""It's a long season,"" Antetokounmpo said. ""It doesn't matter for me. The only thing that matters to me is getting the win. We play them in two days so I think (Kidd) made a good decision sitting me in the fourth quarter because we've got to get the win in two days. It's a must-win game again."" For Brooklyn, the third quarter woes continue. ""At the end of the day it's going to continue being that way if we don't play hard enough and if guys don't come out with the right energy,"" Kilpatrick said. TIP-INS Bucks: Kidd believes Antetokounmpo is just beginning to show his potential. ""He's only 21 years old,"" Kidd said. ""That's the most underrated thing about him. He's 21 years old doing a lot of things that a lot of us can't do. I think that's special and I think that is overlooked a lot of times."" ... Steve Novak and Khris Middleton were inactive. Nets: Coach Kenny Atkinson said the team is going to ""build up"" Rondae Hollis-Jefferson's minutes after an ankle injury. ... Jeremy Lin (strained left hamstring) and Caris LeVert (left foot rehab) were inactive. SPEAKING THE TRUTH Two days after Paul Pierce played his final game in Brooklyn, Kidd was asked how would remember a long-time adversary and later a player he coached. ""I think he's a true pro, a true warrior and a champion,"" Kidd said. ""Being able to coach him, to see his work ethic at a very high level. (He) respects the game and is a true vet. As a player who's played against him, he is not afraid of having the ball late in the game. He always wanted to deliver that winning shot."" COURTSIDE CELEBRITIES Former President Bill Clinton was courtside with Bucks co-owner Marc Lasry. New York Giants safety Landon Collins and running back Bobby Rainey were also on hand at Barclays Center.","400899367"
"LOS ANGELES --  Comfortable leads have been shrinking lately for the Los Angeles Clippers. It happened again Saturday against the lowly Lakers. Only after the Clippers inserted all of their starters in the fourth quarter did they finish off a 115-104 victory, the 800th of Doc Rivers' coaching career. Rivers sees the problem, yet professes no concern with the playoffs looming. ""I like this team and I'm going to keep saying that,"" he said. ""I think we have proven, especially in the big games, when we're healthy, we play very well."" Blake Griffin scored 36 points, Chris Paul added 29 and J.J. Redick had 19 for the Clippers, who moved within a game of the idle Jazz for the No. 4 playoff seed in the West. The Clippers have won three in a row and seven of nine. ""Our key is going to be in the last six minutes of the game,"" Rivers said. ""We're going to have to execute offensively. We're going to have to be a team that when we need a stop, we can get a stop. There's times that we can do that and then there's times I'm not sure we can."" The Clippers have had little trouble stopping the Lakers, taking three of four in the season series. They've won 18 of 20 from their Staples Center co-tenant since the start of the 2012-13 season. ""The last few years have been the worst in the Lakers' history and that's not OK,"" rookie coach Luke Walton said before the game. Rookie David Nwaba scored 19 points and Brandon Ingram had 10 of his 18 points in the fourth quarter for the Lakers. They have lost 18 of 20 since the All-Star break. D'Angelo Russell, the team's leading scorer at 15.7 points, had two points on 1-of-9 shooting while missing six 3-point attempts. ""They definitely came out with energy. They were hot and our defense wasn't clicking,"" Russell said. ""I tried to stay effective despite my shots not falling."" The Clippers' bench allowed the Lakers to hang around in the fourth when they trailed by 21 at the start. Tarik Black's dunk cut the Lakers' deficit to eight with 2:52 to play. But Griffin and Paul combined to score the Clippers' final seven points. The duo notched its third straight game with at least 26 points apiece. ""It's not about the second unit, it is about us as a team figuring it out,"" Paul said. ""We still have time, not much time, but we have time to figure it out and we have to do it."" The Clippers dominated the third, turning a five-point lead into a 21-point advantage. They opened on a 24-9 run, including 10 by Paul that extended their lead to 79-59. Griffin and Redick added back-to-back 3-pointers and Paul scored four in a row to send the Clippers into the fourth leading 93-72. Paul had 12 assists and made all 10 of his free throws, and DeAndre Jordan grabbed 12 rebounds. Griffin made a career-high four 3-pointers. The Clippers opened the game by scoring 17 straight points, making 7 of 9 field goals. The Lakers missed their first nine shots before going on an 18-2 run to close within one. TIP-INS Lakers: They have used 23 different starting lineups this season with no player starting every game. ... G Jordan Clarkson is the only player to appear in every game. ... Ingram returned after missing three games with right patellar tendinitis. ""I thought I was going to feel it after the game, but it still felt good,"" he said. ... C Ivica Zubac is out for the rest of the season with a high right ankle sprain. Clippers: Backup G Austin Rivers is likely out for the rest of the regular season with a strained left hamstring. GRIFFIN'S 10K Griffin scored the game's first basket on a jumper, giving him 10,000 points in his career. He is the second player in franchise history to reach that mark. Randy Smith scored 10,467 of his club-record 12,735 points when the team was known as the Buffalo Braves. DOC'S MILESTONE Rivers became the 15th coach in NBA history with 800 victories. Only Gregg Popovich of San Antonio (1,146) has more among active coaches. ""What I've learned most as a coach is persistence and patience,"" Rivers said before the game. ""Patience with the players and myself. As a young coach you have a tendency to overreact to everything and change everything. I've learned not to sweat everything.""","400899368"
"CLEVELAND -- The calendar turned and the Cleveland Cavaliers looked like the defending NBA champions again. LeBron James scored 27 points, Kyrie Irving had 14 and a career-high 14 assists and Cleveland, coming off a losing record in January, defeated the Minnesota Timberwolves 125-97 on Wednesday night. Cleveland, which went 7-8 last month, began February with a dominating performance in the second half. The Cavaliers recorded a season-high 37 assists and displayed ball movement that was missing for most of January. ""It's just one game,"" James said. ""We've got to continue to do it. We're not going to have 37 assists every game."" Added coach Tyronn Lue: ""It becomes contagious when you're moving the basketball. When we're doing that with the shooters we have we're pretty dangerous."" The Cavaliers held a three-point halftime lead and took control midway through the third quarter. James' three-point play, which started with a reverse scoop layup, gave the Cavaliers a 90-70 lead. Cleveland All-Star forward Kevin Love missed his second straight game because of back spasms, but the Cavaliers had five players in double figures in scoring. James was 11 of 14 from the field. Kyle Korver, who has struggled since being acquired from Atlanta last month, scored 20 points, going 8 of 11 from the field and hitting four 3-pointers. Korver gave most of the credit to James, who had 12 assists, for his highest-scoring night with Cleveland. ""He's an incredible passer and he sees the court so well,"" Korver said. ""I feel like I've missed a bunch of those shots."" Tristan Thompson had 18 points and 14 rebounds. Karl-Anthony Towns led Minnesota with 26 points and Andrew Wiggins added 23 for the Timberwolves, who won five of six to finish January. Cleveland went on a 27-10 run to begin the third quarter, forcing Minnesota coach Tom Thibodeau to call timeout twice in the first six minutes. The Cavaliers' momentum couldn't be stopped and the lead reached 29 points in the final period. Thibodeau doesn't believe Cleveland's problems last month should be any cause for concern. ""After you win it all, the challenge is everyone around the league is ready for you,"" he said. ""LeBron has been through this before, and they still have a great team."" The loss was Minnesota's most lopsided of the season. The Timberwolves were defeated 117-90 by Detroit on Dec. 9. ""We didn't play well,"" Towns said. ""We let them play to their strengths, not to their weaknesses. You can't give the defending champs a jump like that, especially in their home."" TIP-INS Timberwolves: Minnesota is 13-12 following a 6-18 start. ... Thibodeau said the team is in no hurry to add a player even though Minnesota has had an open roster spot since Jan. 7 when it waived G John Lucas III. ""If something makes sense, we'll look at it,"" he said. Cavaliers: Lue hopes Love, who took part in shooting drills Wednesday, will return Saturday when the Cavaliers play in New York. ... Lue will have his jersey retired at Nebraska, where he played from 1995-98, on Thursday during the Cornhuskers' game against Michigan State. ... Cleveland selected Wiggins with the No. 1 overall pick in the 2014 draft, but packaged him in a trade to Minnesota for Love. ... The Cavaliers had workouts for several veteran free agents at their training facility Wednesday, including Kirk Hinrich, Mario Chalmers, Lance Stephenson and Jordan Farmar. ANOTHER HONOR James was given the NAACP Jackie Robinson Sports Award before the game. The award is presented for high achievement in athletics and contributions in the pursuit of social justice, civil rights and community involvement. ""It just puts a lot of things in perspective,"" James said. ""So appreciative that they would even want me to be a recipient of the award.""","400899369"
"ATLANTA -- Atlanta coach Mike Budenholzer finally has his first win over Gregg Popovich, his longtime former boss in San Antonio. It took career and season-high points from Tim Hardaway Jr. and Paul Millsap, respectively, to make it happen. Hardaway matched his career high with 29 points, including a tying 3-pointer with 3.3 seconds remaining in regulation, and the Hawks beat the Spurs 114-112 in overtime on Sunday night. Budenholzer, in his fourth season as Atlanta's coach, had been 0-6 against San Antonio. Millsap scored a season-high 32 points and had 13 rebounds for the Hawks, who snapped a string of 11 straight losses to San Antonio since 2010. ""It's great to get this win against a really good team and it's good to get it for Bud,"" Millsap said. ""He's happy to have it under his belt."" Budenholzer spent 19 years with the Spurs, the last 17 as an assistant. He downplayed his personal motivation. ""You know, I was there for a long time,"" Budenholzer said. ""A lot of things we've tried to bring here ... but at the end of the day it's a game for our players."" Popovich knew the win meant more than Budenholzer revealed. ""If we're going to lose, it's good to feel somebody on the other end was made happy,"" Popovich said. It was only San Antonio's third loss in 19 road games. Hardaway scored nine points in overtime, including the go-ahead free throw with 10.8 seconds remaining. He missed the second free throw but Millsap grabbed the rebound. Dennis Schroder also made only one of two attempts with 3.9 seconds remaining. Kawhi Leonard missed a last-second layup for San Antonio in overtime. Leonard also had a potential winning short jumper spin around the rim before falling out to end regulation. LaMarcus Aldridge had 27 points and 13 rebounds to lead San Antonio. The Hawks couldn't hold a 110-104 lead in overtime. Leonard's 3-pointer tied it at 112-all. TIP-INS Spurs: Tony Parker had 22 points, and Gasol had 18. ... The loss ended a four-game winning streak. ... Manu Ginobili had 10 points but other backups combined for only 13 as the bench was outscored by Atlanta's reserves 49-23. Hawks: Atlanta's last win over the Spurs was a 119-114 overtime victory on March 21, 2010. ... F Mike Scott was assigned to the Long Island Nets of the NBA Development League, his third D-League assignment of the season. ... Dennis Schroder had 16 points and 10 assists. STREAKING Millsap scored Atlanta's last six points in the third and first 11 in the fourth period for 17 consecutive points. He and finished with 15 in the fourth period. ""I was just being aggressive, trying to make something happen,"" he said. ""I felt like we were real sluggish offensively at that point so I just tried to get something going for us and then Tim came in and did a great job."" FEELING BETTER Leonard had 13 points in his return to the starting lineup after missing two games with a stomach virus. He made only 3 of 12 shots from the field. Leonard leads the Spurs with his average of 24.4 points per game but said he was ""just trying to work my way back in"" against Atlanta. ""Taking all that medicine and stuff made me a little weary out there,"" he said. ROAD KINGS The Spurs' 16-2 mark through 18 road games before the loss was tied for the second-best in NBA history, trailing only a 17-1 mark by the 1971-72 Lakers. San Antonio won its first 13 road games.","400899374"
"Derrick Rose comments on the Knicks' loss to the Cavaliers by expressing thanks it was just the first game. (0:17) CLEVELAND -- LeBron James took time to reflect as the Cleveland Cavaliers raised their championship banner. Then it was business as usual. James had his 43rd career triple-double, Kyrie Irving scored 29 points and the Cavaliers beat the New York Knicks 117-88 on Tuesday night in the NBA season opener. James scored 19 points and added 11 rebounds and 14 assists in front of a raucous home crowd that was on its feet from the pregame ceremony until late in the game, celebrating the city's first championship in 52 years. ""It was great to have a moment like that,"" he said. ""It was difficult to focus on the game but we did a great job, especially in the second half."" James, who got choked up while speaking to the crowd before the game, continued his perfect record on ring nights. He was 2-0 when the Miami Heat players were presented with their championship rings. ""There were so many emotions,"" he said. ""To see us win the finals and tonight being that last exclamation point to receive your ring in front of your fans was a great moment."" Irving scored 19 points in the third quarter, when Cleveland used a 20-4 run to take a 74-53 lead. Kevin Love scored 23 for the Cavaliers. Carmelo Anthony led New York with 19 points and Derrick Rose had 17. Cavaliers guard Iman Shumpert was taken to the locker room late in the third quarter with concussion-like symptoms after colliding with Kristaps Porzingis. Cleveland coach Tyronn Lue said Shumpert was undergoing tests to determine the extent of the injury. Cleveland's players, coaching staff and front office personnel also received their championship rings in the pregame ceremony, and the sellout crowd chanted Lue's last name. ""That was a really good feeling,"" he said. ""It was great to be a part of it."" The basketball game was only part of a big night in town. The Cleveland Indians played Game 1 of the World Series against the Chicago Cubs across the street at Progressive Field. The Knicks, who missed the playoffs the last three seasons, are expecting major improvement after acquiring Rose from Chicago to run the offense and signing center Joakim Noah, who was scoreless in 21 minutes. ""We will improve, I guarantee it,"" Anthony said. ""There are just so many moving parts right now. We need to get better, but we're not running from that fact."" New York, playing its first game under new coach Jeff Hornacek, trailed by 13 in the second quarter but rallied to cut the lead to 45-43 at halftime. A pair of dunks by James and 3-pointers from Irving and Love pushed the lead to 61-49. Cleveland's spurt continued as Irving hit three 3-pointers for a 74-53 lead. Porzingis scored 16 points for New York. TIP-INS Knicks: Anthony scored 11 of New York's 18 first-quarter points. .... PG Brandon Jennings, signed in the offseason, scored seven points in 22 minutes. Cavaliers: F Tristan Thompson was scoreless and had six rebounds in 21 minutes. ... Rookie G Kay Felder is going through concussion protocol after being injured in practice last week. HIGH STAKES James and Dwyane Wade, a Chicago native, finalized their bet on the World Series between the Indians and Cubs. ""If the Indians win the World Series, he has to wear an Indians uniform when he comes here and if the Cubs win it, I have wear a Cubs uniform when we play in the United Center,"" James said. James said he and most of the Cavaliers planned to attend Game 2 on Wednesday night. NOT THIS TIME The Knicks spoiled James' return to Cleveland on opening night two years ago with a 95-90 win. Anthony was the game's high scorer with 25 points. Irving led Cleveland with 22 while James scored 17. MAKING FRIENDS, SORT OF Noah, who has never been a favorite of Quicken Loans Arena fans, had a few kind words for the city Tuesday. ""Congratulations to Cleveland,"" he said. ""Even though it's not a vacation spot you guys got a championship. It's well-deserved.""","400899375"
