"Player_Id","Player_Id_Str","Player","Position","Short_Name","Salary","Season","Team_Id","Height","Feet","Inches","Weight","DOB","Draft_Year","Draft_Round","Draft_Pick","Draft_Team","Team"
"2530276","tyler-johnson",NA,"G","PHX",NA,2019,"phoenix-suns",6.25,6,3,194,1992-05-07,NA,NA,NA,NA,"Suns"
"2530530","tj-mcconnell",NA,"G","PHI",NA,2019,"philadelphia-76ers",6.08333333333333,6,1,190,1992-03-25,NA,NA,NA,NA,"76ers"
"2530572","langston-galloway",NA,"G","DET",NA,2019,"detroit-pistons",6.08333333333333,6,1,200,1991-12-09,NA,NA,NA,NA,"Pistons"
"2530780","shabazz-napier",NA,"G","BKN",NA,2019,"brooklyn-nets",NA,NA,NA,NA,NA,2014,1,24,"CHA","Nets"
"2530923","alfonzo-mckinnie",NA,"F","GS",NA,2019,"golden-state-warriors",6.58333333333333,6,7,215,1992-09-17,NA,NA,NA,NA,"Warriors"
"2531047","jerian-grant",NA,"G","ORL",NA,2019,"orlando-magic",NA,NA,NA,NA,NA,2015,1,19,"WSH","Magic"
"2531210","allen-crabbe",NA,"G","BKN",NA,2019,"brooklyn-nets",NA,NA,NA,NA,NA,2013,2,31,"CLE","Nets"
"2531214","richard-solomon",NA,"F","OKC",NA,2019,"oklahoma-city-thunder",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thunder"
"2531352","eric-moreland",NA,"C","PHX",NA,2019,"phoenix-suns",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Suns"
"2531367","dwight-powell",NA,"C","DAL",NA,2019,"dallas-mavericks",6.83333333333333,6,10,240,1991-07-20,2014,2,45,"CHA","Mavericks"
"2531797","jordan-mcrae",NA,"G","WSH",NA,2019,"washington-wizards",NA,NA,NA,NA,NA,2014,2,58,"SA","Wizards"
"2534781","gorgui-dieng",NA,"C","MIN",NA,2019,"minnesota-timberwolves",6.83333333333333,6,10,252,1990-01-18,2013,1,21,"UTAH","Timberwolves"
"2566745","quinn-cook",NA,"G","GS",NA,2019,"golden-state-warriors",6.08333333333333,6,1,180,1993-03-23,NA,NA,NA,NA,"Warriors"
"2566769","malcolm-brogdon",NA,"G","MIL",NA,2019,"milwaukee-bucks",6.41666666666667,6,5,229,1992-12-11,2016,2,36,"MIL","Bucks"
"2578185","dorian-finney-smith",NA,"F","DAL",NA,2019,"dallas-mavericks",6.58333333333333,6,7,220,1993-05-04,NA,NA,NA,NA,"Mavericks"
"2578213","ben-mclemore",NA,"G","SAC",NA,2019,"sacramento-kings",6.25,6,3,195,1993-02-11,2013,1,7,"SAC","Kings"
"2578239","pat-connaughton",NA,"G","MIL",NA,2019,"milwaukee-bucks",6.41666666666667,6,5,211,1993-01-06,2015,2,41,"BKN","Bucks"
"2578240","khem-birch",NA,"C","ORL",NA,2019,"orlando-magic",6.75,6,9,230,1992-09-28,NA,NA,NA,NA,"Magic"
"2579258","cody-zeller",NA,"C","CHA",NA,2019,"charlotte-hornets",6.91666666666667,6,11,240,1992-10-05,2013,1,4,"CHA","Hornets"
"2579260","trey-burke",NA,"G","DAL",NA,2019,"dallas-mavericks",6,6,0,185,1992-11-12,2013,1,9,"MIN","Mavericks"
"2579279","jordan-sibert",NA,"G","ATL",NA,2019,"atlanta-hawks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawks"
"2579294","frank-kaminsky",NA,"F","CHA",NA,2019,"charlotte-hornets",7,7,0,240,1993-04-04,2015,1,9,"CHA","Hornets"
"2579321","james-ennis-iii",NA,"F","PHI",NA,2019,"philadelphia-76ers",6.5,6,6,215,1990-07-01,2013,2,50,"ATL","76ers"
"2579326","alan-williams",NA,"C","BKN",NA,2019,"brooklyn-nets",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nets"
"2579466","jonathon-simmons",NA,"G","PHI",NA,2019,"philadelphia-76ers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"76ers"
"2579476","jalen-jones",NA,"F","CLE",NA,2019,"cleveland-cavaliers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cavaliers"
"2579492","julian-washburn",NA,"F","MEM",NA,2019,"memphis-grizzlies",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grizzlies"
"2580349","ron-baker",NA,"G","WSH",NA,2019,"washington-wizards",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wizards"
"2580365","larry-nance-jr",NA,"F","CLE",NA,2019,"cleveland-cavaliers",6.58333333333333,6,7,245,1993-01-01,2015,1,27,"LAL","Cavaliers"
"2580782","spencer-dinwiddie",NA,"G","BKN",NA,2019,"brooklyn-nets",6.41666666666667,6,5,218,1993-04-06,2014,2,38,"DET","Nets"
"2580898","chasson-randle",NA,"G","WSH",NA,2019,"washington-wizards",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wizards"
"2580913","dewayne-dedmon",NA,"C","ATL",NA,2019,"atlanta-hawks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawks"
"2580980","malcolm-miller",NA,"F","TOR",NA,2019,"toronto-raptors",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raptors"
"2581018","kentavious-caldwell-pope",NA,"G","LAL",NA,2019,"los-angeles-lakers",6.41666666666667,6,5,205,1993-02-18,2013,1,8,"DET","Lakers"
"2581177","rodney-hood",NA,"G","POR",NA,2019,"portland-trail-blazers",6.66666666666667,6,8,208,1992-10-20,2014,1,23,"UTAH","Trail Blazers"
"2581190","josh-richardson",NA,"G","MIA",NA,2019,"miami-heat",6.41666666666667,6,5,200,1993-09-15,2015,2,40,"MIA","Heat"
"2583632","royce-oneale",NA,"F","UTAH",NA,2019,"utah-jazz",6.33333333333333,6,4,226,1993-06-05,NA,NA,NA,NA,"Jazz"
"2583639","elfrid-payton",NA,"G","NO",NA,2019,"new-orleans-pelicans",6.25,6,3,201,1994-02-22,2014,1,10,"PHI","Pelicans"
"2594922","otto-porter-jr",NA,"F","CHI",NA,2019,"chicago-bulls",6.66666666666667,6,8,228,1993-06-03,2013,1,3,"WSH","Bulls"
"2595209","damion-lee",NA,"G","GS",NA,2019,"golden-state-warriors",6.41666666666667,6,5,203,1992-10-21,NA,NA,NA,NA,"Warriors"
"2595231","treveon-graham",NA,"F","BKN",NA,2019,"brooklyn-nets",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nets"
"2595435","abdel-nader",NA,"F","OKC",NA,2019,"oklahoma-city-thunder",6.41666666666667,6,5,225,1993-09-25,2016,2,58,"BOS","Thunder"
"2595516","norman-powell",NA,"G","TOR",NA,2019,"toronto-raptors",6.25,6,3,215,1993-05-25,2015,2,46,"MIL","Raptors"
"2595592","jordan-loyd",NA,"G","TOR",NA,2019,"toronto-raptors",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raptors"
"2596107","alex-len",NA,"C","ATL",NA,2019,"atlanta-hawks",7,7,0,250,1993-06-16,2013,1,5,"PHX","Hawks"
"2596108","michael-carter-williams",NA,"G","HOU",NA,2019,"houston-rockets",6.41666666666667,6,5,195,1991-10-10,2013,1,11,"PHI","Rockets"
"2753","raymond-felton",NA,"G","OKC",NA,2019,"oklahoma-city-thunder",NA,NA,NA,NA,NA,2005,1,5,"CHA","Thunder"
"2754","channing-frye",NA,"F","CLE",NA,2019,"cleveland-cavaliers",NA,NA,NA,NA,NA,2005,1,8,"NY","Cavaliers"
"2758","marcin-gortat",NA,"C","LAC",NA,2019,"la-clippers",NA,NA,NA,NA,NA,2005,2,57,"PHX","Clippers"
"2761","gerald-green",NA,"G","HOU",NA,2019,"houston-rockets",NA,NA,NA,NA,NA,2005,1,18,"BOS","Rockets"
"2767","ersan-ilyasova",NA,"F","MIL",NA,2019,"milwaukee-bucks",NA,NA,NA,NA,NA,2005,2,36,"MIL","Bucks"
"2769","amir-johnson",NA,"F","PHI",NA,2019,"philadelphia-76ers",NA,NA,NA,NA,NA,2005,2,56,"DET","76ers"
"2774","ian-mahinmi",NA,"C","WSH",NA,2019,"washington-wizards",NA,NA,NA,NA,NA,2005,1,28,"SA","Wizards"
"2778","cj-miles",NA,"G","MEM",NA,2019,"memphis-grizzlies",NA,NA,NA,NA,NA,2005,2,34,"UTAH","Grizzlies"
"2779","chris-paul",NA,"G","HOU",NA,2019,"houston-rockets",6,6,0,175,1985-05-06,2005,1,4,"NO","Rockets"
"2797","marvin-williams",NA,"F","CHA",NA,2019,"charlotte-hornets",NA,NA,NA,NA,NA,2005,1,2,"ATL","Hornets"
"2799","lou-williams",NA,"G","LAC",NA,2019,"la-clippers",6.08333333333333,6,1,175,1986-10-27,2005,2,45,"PHI","Clippers"
"2806","jose-calderon",NA,"G","DET",NA,2019,"detroit-pistons",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pistons"
"2960236","maxi-kleber",NA,"F","DAL",NA,2019,"dallas-mavericks",6.83333333333333,6,10,240,1992-01-29,NA,NA,NA,NA,"Mavericks"
"2968361","raul-neto",NA,"G","UTAH",NA,2019,"utah-jazz",6.08333333333333,6,1,180,1992-05-19,2013,2,47,"ATL","Jazz"
"2968436","joe-ingles",NA,"F","UTAH",NA,2019,"utah-jazz",6.58333333333333,6,7,226,1987-10-02,NA,NA,NA,NA,"Jazz"
"2968439","aron-baynes",NA,"C","BOS",NA,2019,"boston-celtics",6.83333333333333,6,10,260,1986-12-09,NA,NA,NA,NA,"Celtics"
"2968458","salah-mejri",NA,"C","DAL",NA,2019,"dallas-mavericks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mavericks"
"2982240","jaron-blossomgame",NA,"F","CLE",NA,2019,"cleveland-cavaliers",NA,NA,NA,NA,NA,2017,2,59,"SA","Cavaliers"
"2982249","amile-jefferson",NA,"F","ORL",NA,2019,"orlando-magic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magic"
"2982268","jake-layman",NA,"F","POR",NA,2019,"portland-trail-blazers",6.66666666666667,6,8,209,1994-03-07,2016,2,47,"ORL","Trail Blazers"
"2982334","tj-warren",NA,"F","PHX",NA,2019,"phoenix-suns",6.66666666666667,6,8,215,1993-09-05,2014,1,14,"PHX","Suns"
"2982340","justin-anderson",NA,"F","ATL",NA,2019,"atlanta-hawks",NA,NA,NA,NA,NA,2015,1,21,"DAL","Hawks"
"2982349","tyler-cavanaugh",NA,"F","UTAH",NA,2019,"utah-jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jazz"
"2983","lamarcus-aldridge",NA,"C","SA",NA,2019,"san-antonio-spurs",6.91666666666667,6,11,265,1985-07-19,2006,1,2,"CHI","Spurs"
"2983727","rj-hunter",NA,"G","BOS",NA,2019,"boston-celtics",NA,NA,NA,NA,NA,2015,1,28,"BOS","Celtics"
"2990962","taurean-prince",NA,"F","ATL",NA,2019,"atlanta-hawks",6.58333333333333,6,7,218,1994-03-22,2016,1,12,"UTAH","Hawks"
"2990968","naz-mitrou-long",NA,"G","UTAH",NA,2019,"utah-jazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jazz"
"2990969","georges-niang",NA,"F","UTAH",NA,2019,"utah-jazz",6.58333333333333,6,7,230,1993-06-17,2016,2,50,"IND","Jazz"
"2990984","buddy-hield",NA,"G","SAC",NA,2019,"sacramento-kings",6.33333333333333,6,4,220,1992-12-17,2016,1,6,"NO","Kings"
"2990992","marcus-smart",NA,"G","BOS",NA,2019,"boston-celtics",6.25,6,3,220,1994-03-06,2014,1,6,"BOS","Celtics"
"2991018","yogi-ferrell",NA,"G","SAC",NA,2019,"sacramento-kings",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kings"
"2991039","glenn-robinson-iii",NA,"F","DET",NA,2019,"detroit-pistons",6.5,6,6,222,1994-01-08,2014,2,40,"MIN","Pistons"
"2991042","nik-stauskas",NA,"G","CLE",NA,2019,"cleveland-cavaliers",NA,NA,NA,NA,NA,2014,1,8,"SAC","Cavaliers"
"2991043","caris-levert",NA,"G","BKN",NA,2019,"brooklyn-nets",6.5,6,6,205,1994-08-25,2016,1,20,"IND","Nets"
"2991047","ryan-arcidiacono",NA,"G","CHI",NA,2019,"chicago-bulls",6.25,6,3,200,1994-03-26,NA,NA,NA,NA,"Bulls"
"2991055","montrezl-harrell",NA,"C","LAC",NA,2019,"la-clippers",6.58333333333333,6,7,253,1994-01-26,2015,2,32,"HOU","Clippers"
"2991070","jerami-grant",NA,"F","OKC",NA,2019,"oklahoma-city-thunder",6.66666666666667,6,8,210,1994-03-12,2014,2,39,"PHI","Thunder"
"2991139","kris-dunn",NA,"G","CHI",NA,2019,"chicago-bulls",6.25,6,3,205,1994-03-18,2016,1,5,"MIN","Bulls"
"2991149","damyean-dotson",NA,"G","NY",NA,2019,"new-york-knicks",6.41666666666667,6,5,205,1994-05-06,2017,2,44,"NY","Knicks"
"2991155","danuel-house-jr",NA,"F","HOU",NA,2019,"houston-rockets",6.5,6,6,215,1993-06-07,NA,NA,NA,NA,"Rockets"
"2991184","sam-dekker",NA,"F","WSH",NA,2019,"washington-wizards",NA,NA,NA,NA,NA,2015,1,18,"HOU","Wizards"
"2991230","fred-vanvleet",NA,"G","TOR",NA,2019,"toronto-raptors",6.08333333333333,6,1,195,1994-02-25,NA,NA,NA,NA,"Raptors"
"2991235","steven-adams",NA,"C","OKC",NA,2019,"oklahoma-city-thunder",6.91666666666667,6,11,265,1993-07-20,2013,1,12,"OKC","Thunder"
"2991274","shaquille-harrison",NA,"G","CHI",NA,2019,"chicago-bulls",6.58333333333333,6,7,190,1993-10-06,NA,NA,NA,NA,"Bulls"
"2991280","nerlens-noel",NA,"C","OKC",NA,2019,"oklahoma-city-thunder",6.91666666666667,6,11,201,1994-04-10,2013,1,6,"NO","Thunder"
"2991282","willie-cauley-stein",NA,"C","SAC",NA,2019,"sacramento-kings",7,7,0,240,1993-08-18,2015,1,6,"SAC","Kings"
"2991283","alex-poythress",NA,"F","ATL",NA,2019,"atlanta-hawks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawks"
"2991350","alex-caruso",NA,"G","LAL",NA,2019,"los-angeles-lakers",6.33333333333333,6,4,186,1994-02-28,NA,NA,NA,NA,"Lakers"
"2992257","tahjere-mccall",NA,"G","BKN",NA,2019,"brooklyn-nets",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nets"
"2993370","richaun-holmes",NA,"C","PHX",NA,2019,"phoenix-suns",6.83333333333333,6,10,240,1993-10-15,2015,2,37,"PHI","Suns"
"2993874","kyle-anderson",NA,"F","MEM",NA,2019,"memphis-grizzlies",6.75,6,9,230,1993-09-20,2014,1,30,"SA","Grizzlies"
"2994526","bryn-forbes",NA,"G","SA",NA,2019,"san-antonio-spurs",6.16666666666667,6,2,207,1993-07-23,NA,NA,NA,NA,"Spurs"
"2995702","alex-abrines",NA,"G","OKC",NA,2019,"oklahoma-city-thunder",NA,NA,NA,NA,NA,2013,2,32,"OKC","Thunder"
"2995706","mario-hezonja",NA,"F","NY",NA,2019,"new-york-knicks",NA,NA,NA,NA,NA,2015,1,5,"ORL","Knicks"
"2999409","willy-hernangomez",NA,"C","CHA",NA,2019,"charlotte-hornets",6.91666666666667,6,11,250,1994-05-27,2015,2,35,"PHI","Hornets"
"2999547","gary-harris",NA,"G","DEN",NA,2019,"denver-nuggets",6.33333333333333,6,4,205,1994-09-14,2014,1,19,"CHI","Nuggets"
"3002137","tyrone-wallace",NA,"G","LAC",NA,2019,"la-clippers",NA,NA,NA,NA,NA,2016,2,60,"UTAH","Clippers"
"3005","rudy-gay",NA,"F","SA",NA,2019,"san-antonio-spurs",6.66666666666667,6,8,240,1986-08-17,2006,1,8,"HOU","Spurs"
"3012","kyle-lowry",NA,"G","TOR",NA,2019,"toronto-raptors",6,6,0,196,1986-03-25,2006,1,24,"MEM","Raptors"
"3015","paul-millsap",NA,"F","DEN",NA,2019,"denver-nuggets",6.58333333333333,6,7,257,1985-02-10,2006,2,47,"UTAH","Nuggets"
"3024","jj-redick",NA,"G","PHI",NA,2019,"philadelphia-76ers",6.25,6,3,200,1984-06-24,2006,1,11,"ORL","76ers"
"3026","rajon-rondo",NA,"G","LAL",NA,2019,"los-angeles-lakers",6.08333333333333,6,1,180,1986-02-22,2006,1,21,"PHX","Lakers"
"3028","thabo-sefolosha",NA,"F","UTAH",NA,2019,"utah-jazz",NA,NA,NA,NA,NA,2006,1,13,"PHI","Jazz"
"3032976","rudy-gobert",NA,"C","UTAH",NA,2019,"utah-jazz",7,7,0,245,1992-06-26,2013,1,27,"DEN","Jazz"
"3032977","giannis-antetokounmpo",NA,"F","MIL",NA,2019,"milwaukee-bucks",6.91666666666667,6,11,250,1994-12-06,2013,1,15,"MIL","Bucks"
"3032978","dario-saric",NA,"F","MIN",NA,2019,"minnesota-timberwolves",6.83333333333333,6,10,225,1994-04-08,2014,1,12,"ORL","Timberwolves"
"3032979","dennis-schroder",NA,"G","OKC",NA,2019,"oklahoma-city-thunder",6.25,6,3,172,1993-09-15,2013,1,17,"ATL","Thunder"
"3033","pj-tucker",NA,"F","HOU",NA,2019,"houston-rockets",6.41666666666667,6,5,245,1985-05-05,2006,2,35,"TOR","Rockets"
"3037789","bogdan-bogdanovic",NA,"G","SAC",NA,2019,"sacramento-kings",6.5,6,6,220,1992-08-18,2014,1,27,"PHX","Kings"
"3055","jj-barea",NA,"G","DAL",NA,2019,"dallas-mavericks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mavericks"
"3056600","jabari-parker",NA,"F","WSH",NA,2019,"washington-wizards",6.66666666666667,6,8,245,1995-03-15,2014,1,2,"MIL","Wizards"
"3056602","semi-ojeleye",NA,"F","BOS",NA,2019,"boston-celtics",6.5,6,6,240,1994-12-05,2017,2,37,"BOS","Celtics"
"3057187","sterling-brown",NA,"G","MIL",NA,2019,"milwaukee-bucks",6.41666666666667,6,5,219,1995-02-10,2017,2,46,"PHI","Bucks"
"3057198","brandon-goodwin",NA,"G","DEN",NA,2019,"denver-nuggets",6,6,0,180,1995-10-02,NA,NA,NA,NA,"Nuggets"
"3057240","cameron-reynolds",NA,"G","MIN",NA,2019,"minnesota-timberwolves",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Timberwolves"
"3058254","christian-wood",NA,"C","MIL",NA,2019,"milwaukee-bucks",6.83333333333333,6,10,223,1995-09-27,NA,NA,NA,NA,"Bucks"
"3058269","joe-chealey",NA,"G","CHA",NA,2019,"charlotte-hornets",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hornets"
"3059262","davon-reed",NA,"G","IND",NA,2019,"indiana-pacers",NA,NA,NA,NA,NA,2017,2,32,"PHX","Pacers"
"3059273","demetrius-jackson",NA,"G","PHI",NA,2019,"philadelphia-76ers",NA,NA,NA,NA,NA,2016,2,45,"BOS","76ers"
"3059280","bj-johnson",NA,"F","ATL",NA,2019,"atlanta-hawks",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hawks"
"3059306","johnathan-motley",NA,"F","LAC",NA,2019,"la-clippers",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clippers"
"3059310","monte-morris",NA,"G","DEN",NA,2019,"denver-nuggets",6.16666666666667,6,2,183,1995-06-27,2017,2,51,"DEN","Nuggets"
"3059315","frank-mason-iii",NA,"G","SAC",NA,2019,"sacramento-kings",5.91666666666667,5,11,190,1994-04-03,2017,2,34,"SAC","Kings"
"3059316","wayne-selden",NA,"G","CHI",NA,2019,"chicago-bulls",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bulls"
"3059318","joel-embiid",NA,"C","PHI",NA,2019,"philadelphia-76ers",7,7,0,280,1994-03-16,2014,1,3,"PHI","76ers"
"3059319","andrew-wiggins",NA,"F","MIN",NA,2019,"minnesota-timberwolves",6.58333333333333,6,7,205,1995-02-23,2014,1,1,"CLE","Timberwolves"
"3059358","deonte-burton",NA,"G","OKC",NA,2019,"oklahoma-city-thunder",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thunder"
"3059430","zach-lofton",NA,"G","DET",NA,2019,"detroit-pistons",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pistons"
"3062667","deandre-bembry",NA,"F","ATL",NA,2019,"atlanta-hawks",6.41666666666667,6,5,210,1994-07-04,2016,1,21,"ATL","Hawks"
