"Summary","Game_Id"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265854"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265855"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265856"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265857"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265858"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265859"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265860"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265861"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265862"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265863"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265864"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265865"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265866"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT in the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265867"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265868"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265869"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265870"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265871"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401265872"
"Duncan Robinson knocks down a Christmas Day record-tying seven 3-pointers to help the Heat beat the Pelicans. (1:10) MIAMI -- — Erik Spoelstra remained perfect on Christmas, and a record-tying show from Duncan Robinson helped him stay that way. Robinson made seven 3-pointers — tying the Christmas single-game mark — and scored 23 points, helping the Heat beat the New Orleans Pelicans 111-98 to start the NBA’s holiday quintupleheader Friday. “It's super special to play in Christmas,"" Robinson said. “I certainly don't take it for granted."" Goran Dragic scored 18 points, Bam Adebayo had 17 and Avery Bradley finished with 12 for Miami, and Spoelstra improved his Christmas record as Heat coach to 8-0. “I wasn't even aware of that,"" Spoelstra said. “Just shows you that we've had some really good teams here and teams that have had the opportunity to play on Christmas."" Precious Achiuwa and Tyler Herro each scored 11 for Miami, which lost Jimmy Butler at halftime with right ankle stiffness. Zion Williamson had 32 points and 14 rebounds in 38 minutes for New Orleans — the rebounds and minutes both being career highs. Brandon Ingram finished with 28 points. But the Pelicans shot 40% to Miami’s 51%. “We made some defensive mistakes that we shouldn't have,"" said Josh Hart, who scored 12 for New Orleans. “Lack of communication. We've got to communicate better on the defensive end."" Robinson’s seven 3s tied the Christmas mark Ingram set last year. “The guy is a great, great shooter. He's going to have nights like that,"" Pelicans coach Stan Van Gundy said. “But at least three of them were ones where we could have done a better job."" JJ Redick’s 3-pointer with 7:43 left cut Miami’s lead to 91-85 and came during a stretch when the Heat went five minutes without a field goal. But the Pelicans got no closer. The Heat restored order by scoring 11 of the game’s next 13 points, and when Achiuwa — the rookie who had strong defensive minutes — forced Williamson into a turnover with 3:55 left, the entire Miami bench rose in celebration. “We knew they would make a run, but we stayed composed,"" Dragic said. New Orleans led 17-9 midway through the opening quarter — and got outscored 52-21 by Miami over the next 13½ minutes, with the Heat hitting nine of their 13 first-half 3s in that span on the way to a 23-point lead. The Pelicans chipped away, getting within 66-53 at the half and 88-79 after three. But New Orleans shot only 30% in the final quarter and Ingram went scoreless in those 12 minutes after playing the entire third period. Van Gundy lamented playing Ingram so much in the third. “Probably not optimal play-calling on my part, either,"" Van Gundy said. TIP-INS Pelicans: Williamson's previous career high was 34 minutes. ... Redick fouled out for the second time in 898 career regular-season games, and missed six of his seven shots. ... The Pelicans are now 1/3 on Christmas. Heat: Andre Iguodala started the second half for Butler. ... Miami improved to 11-2 on Christmas. It hadn’t played on the holiday since beating New Orleans in 2015, and hasn’t lost on Dec. 25 since 2007. SEASON’S GREETINGS Heat forward Moe Harkless this week helped pay rent for about 50 New York families in dire economic circumstances this holiday season, plus covered lost wages and other essential expenses. “Means the world to me,” Harkless said. COMING HOME Veteran ref John Goble was crew chief and got to be home for Christmas; he’s a Miami native. Marc Davis (lives in Chicago, crew chief Friday in Milwaukee) and John Goble (lives in Connecticut, crew chief Friday in Boston) also got to work near home for Christmas.","401266794"
"Kawhi Leonard goes for 23 points and Paul George adds 21 in the Clippers' 121-108 win vs. the Nuggets. (2:21) DENVER -- — Kawhi Leonard was hurt and the Denver Nuggets were mounting a rally like they did three months ago. This time, the Los Angeles Clippers didn’t allow Denver to complete the comeback. Leonard had 21 points before taking an elbow to the face in the fourth quarter, Paul George scored 23 points and had nine assists, and Los Angeles beat the Nuggets 121-108 on Friday night. It was the second straight big win for LA, which beat the Lakers on Tuesday night. “We’re a different team than last year,” George said. The Clippers led by 11 with 6:11 left Friday night when Serge Ibaka went up for a rebound and caught the side of his teammate’s face with his right elbow. Leonard lay bleeding on the court before walking to the locker room. “He got up and walked off the floor, so he’s going to be good,” LA coach Tyronn Lue said. Leonard was ruled out shortly thereafter and was being evaluated postgame, but it did put a scare into George. “Really worried. I was thinking the worst,” George said. “I didn’t know if he was concussed or what actually happened, I just saw him laying on the ground. That was first and foremost, making sure he was OK.” The Clippers didn’t need Leonard to close out a Nuggets team that upset them in the second round of the Western Conference semifinals last season. Nikola Jokic finished with 24 points, 10 assists and nine rebounds for Denver, which has dropped its first two games of the season. Jamal Murray added 23 points, 13 coming in the fourth. The Nuggets rallied from double-digit second-half deficits in Games 5, 6 and 7 of the second-round series in September, winning all three and wiping out LA’s 3-1 lead to advance to the Western Conference finals. It was a surprising end for a team many thought could beat the Lakers and advance to the NBA Finals. George said he has put that disappointment in the past. “I buried last year, left last year in the bubble,” he said. “This is a new season, new team, new goals, new everything. I was ready and poised and confident coming into this year, and I was prepared coming into this season.” Denver wasn’t able to do it again but made a run after trailing by 24 late in the third quarter. The Nuggets used an 11-0 run into early in the fourth, and two 3-pointers by Murray sliced a 98-74 deficit to 106-95 with 7:35 left. “When you’re down 25, it’s about pride and about effort,” Murray said. “We wanted to play hard and let the lead take care of itself. We saw the lead chip away like we did in the playoffs, we just couldn’t get over the hump.” Leonard went out soon after but Denver never got the deficit under 10. “They made a run, we lost Kawhi so we could have lost our composure, lost our game, but we took a good timeout,” Nicolas Batum said. “We kept moving the ball and made big shots.” TIP-INS Clippers: F Marcus Morris (sore right knee) missed his second straight game, but coach Lue said he is day-to-day. “He’s been doing his own rehab with the sports science team and he’s progressing,” Lue said. Nuggets: F JaMychal Green sat out with a left calf strain. Green, who played for the Clippers last season, has yet to play in the regular season after signing with Denver in the short offseason. SCROOGED AGAIN Denver was playing on Christmas night for the second straight season, with both ending in double-digit losses. Last year the New Orleans Pelicans beat the Nuggets 112-100 in Denver, stopping a seven-game winning streak. “Two years in a row we weren’t ready to play on Christmas night,” coach Michael Malone said. “Bah humbug.”","401266795"
"NBA viewers watched 81.5 million hours of live games on ABC, ESPN and TNT during the opening week of the season, up 95% from opening week in 2019. Kings first-round draft pick Tyrese Haliburton is off to an intriguing start, racking up quality assists and hitting 3s, but he wasn't the only player making box score noise on Tuesday.","401266796"
"Steph Curry drains a 3-pointer in the second quarter to pass Rick Barry for second on Golden State's all-time scoring list. (0:23) MILWAUKEE -- — Khris Middleton scored 31 points and the Milwaukee Bucks routed the Golden State Warriors 138-99 on Friday to win their first Christmas Day home game in over half a century. Middleton went 10 of 15 overall and 6 for 8 from 3-point range, leading a strong performance from deep for his team. He totaled 58 points in his first two games of the season. “The weeks before the season, I just tried to put in good work, work on my game,” Middleton said. “So far, it's been working for me.” Milwaukee was 20 of 37 on 3-point attempts, while Golden State was 10 of 45. The Warriors were outscored by 65 points in their first two games, the second-highest total in NBA history through two games to 71 points for the 1987-88 Clippers. Golden State lost 125-99 at Brooklyn in its season opener. This was the second-most lopsided score of any Christmas Day game in NBA history. The Syracuse Nationals beat the New York Knicks 162-100 on Dec. 25, 1960. “The thing I was most disappointed in is we just had two good days of practice with our execution working on getting in our offense and making hard cuts and reads, and we did not execute much of anything,” Warriors coach Steve Kerr said. “It was kind of scattered and disorganized. I'm disappointed in that. I've got to take the blame for that. I'm the head coach.” Milwaukee's only other Christmas home game came during the franchise’s inaugural season in 1968. The Bucks were on the road for Christmas the last two seasons, losing at Philadelphia in 2019 and winning at New York in 2018. Bucks players got a Christmas surprise before the game when they received videotaped messages from their families in a move orchestrated by team officials. “It was definitely the best gift that I got today,” Bucks guard Jrue Holiday said. Then they went out and delivered a dominant performance to bounce back from a season-opening  122-121 loss at Boston  in which Celtics star Jayson Tatum banked in a go-ahead 3-pointer and Milwaukee’s Giannis Antetokounmpo missed a potential tying free throw in the final second. Antetkounmpo had 15 points and 13 rebounds against Golden State, but the two-time reigning NBA MVP shot 4 of 15 from the floor and 7 of 15 from the foul line. Stephen Curry scored 19 points for Golden State, and rookie James Wiseman had 18. Andrew Wiggins had 12. Jordan Poole and Brad Wanamaker added 11 each. Donte DiVincenzo and D.J. Augustin each scored 13 for Milwaukee. Holiday had 12 and Bobby Portis added 10. TIP-INS Warriors: F Draymond Green sat out for the second straight game because of a sore right foot. … This marked the 12th time Kerr was part of a Christmas Day game. He has played in five and coached in seven. … The Warriors dropped to 13-17 in Christmas Day games. This was their eighth straight Christmas Day appearance. Bucks: Augustin made his Bucks debut after sitting out the Celtics game due to a strained left calf. The 33-year-old Augustin signed with the Bucks last month after spending the last four seasons with Orlando. CURRY MILESTONE WATCH Curry increased his career points total to 16,458, overtaking Rick Barry (16,447) to move into second place on the Warriors' list. Wilt Chamberlain holds the franchise record after scoring 17,783 points for the Warriors. Curry was 2 of 10 from 3-point range to give him 2,499 career 3-pointers. The two-time MVP is looking to join Ray Allen (2,973) and Reggie Miller (2,560) as the only NBA players to make at least 2,500 3-pointers. Curry went 5 of 5 from the line to extend his streak of consecutive successful free-throw attempts to 55. He is chasing Barry's franchise record of 60 straight from 1976-77.","401266797"
"Kevin Durant throws the lob up to DeAndre Jordan for the slam, then on the next possession Kyrie Irving puts in the impressive transition layup. (0:30) BOSTON -- — Kyrie Irving scored 37 points with eight assists in his return to Boston and Kevin Durant added 29 for Brooklyn on Friday to lead the Nets to a 123-95 victory over the Celtics. Jarrett Allen added 11 rebounds for the Nets, who remained perfect so far this season and sent Boston to its first loss. Irving was 7 of 10 from 3-point range in his first regular-season game at TD Garden since he opted out of his Celtics contract in 2019. “We’re going to continue to see them. We’re in the same division,” Irving said, adding that there was “nothing added” to his motivation in playing his former team. Jaylen Brown scored 27 with eight rebounds for the Celtics and Jayson Tatum had 20 points and eight boards. The Celtics beat Milwaukee in their opener on Wednesday on Tatum's last-second shot over Giannis Antetokounmpo, but they couldn't do it again in their second straight matchup against a team expected to contend in the Eastern Conference this season. “The benefit of playing these two games against two other great teams is that it forces you to be better,"" Celtics guard Marcus Smart said. ""It tests you to see where you’re at, it sets the bar, and now you know what you have to strive for.” The game began after a moment of silence for former Celtics player and coach K.C. Jones, who died earlier Friday. Durant scored 16 points in the third quarter, when the Nets outscored Boston 35-23 to turn a three-point deficit into an 86-77 lead. He scored nine straight Brooklyn points at the beginning of the third when the Nets took the lead for good. ""It’s still impressive to watch after all these years,"" Nets coach Steve Nash said. “For him to have little runs like that is nothing in his mind. For mere mortals in the NBA, it’s impossible to think of.” Boston led by three at the half before being outscored 35-23 in the third quarter, including a 9-0 run that turned a three-point edge into a 82-70 lead. It was 86-79 early in the fourth when the Nets, even with Irving and Durant on the bench, again scored nine in a row to open a 16-point lead. TIP-INS Nets: Brooklyn has beaten the Warriors with Klay Thompson and Draymond Green sitting out and the Celtics with Kemba Walker injured. “We just need to stay hungry. This means nothing,” Nash said. ... It was Durant’s 10th visit to the TD Garden in 14 seasons -- his fewest in any NBA city. Celtics: Jeff Teague was perfect from 3-point range in the exhibition season and 4 for 4 in the regular season opener before missing his first in the third quarter on Friday. ... Tatum scored zero points in the first quarter and 12 in the second. ... Tatum’s passed Walter McCarty and moved into eighth place on the Celtics’ all-time 3-pointer list, with (418). Isaiah Thomas is seventh with 460 and Paul Pierce is first with 1,823. ... Celtics coach Brad Stevens was called for a technical foul arguing about a foul call against Daniel Theis in the second quarter.","401266798"
